Training samples 50000
Device : cuda
Total number of trainable parameters : 24742081
image_size : 224
patch_size : 16
vision_width : 192
vision_layers : 12
vision_heads : 3
vision_layer_norm_eps : 1e-06
vocab_size : 49408
text_width : 256
text_layers : 8
text_heads : 4
max_length : 77
text_layer_norm_eps : 1e-06
shared_dim : 512
batch_size : 256
learning_rate : 0.0001
epochs : 10
loss_type : contrastive
Optimizer : AdamW
Batch : 0 / 196 | Time 4483 ms | Train Loss : 5.5464 | Grad Norm : 0.2511 | Learning rate : 5.10e-07
Batch : 193 / 196 | Time 270 ms | Train Loss : 4.3448 | Grad Norm : 15.2421 | Learning rate : 1.18e-05
Batch : 194 / 196 | Time 269 ms | Train Loss : 4.2734 | Grad Norm : 15.4679 | Learning rate : 1.18e-05
Batch : 195 / 196 | Time 112 ms | Train Loss : 3.0970 | Grad Norm : 28.3640 | Learning rate : 1.17e-05
Epoch : 7 | Training Loss : 3.0970| Accuracy on test set : 0.5346
 Batch : 0 / 196 | Time 292 ms | Train Loss : 4.1515 | Grad Norm : 12.0522 | Learning rate : 1.16e-05
Batch : 1 / 196 | Time 264 ms | Train Loss : 4.1763 | Grad Norm : 12.3796 | Learning rate : 1.16e-05
Batch : 2 / 196 | Time 264 ms | Train Loss : 4.3328 | Grad Norm : 18.7061 | Learning rate : 1.15e-05
Batch : 3 / 196 | Time 262 ms | Train Loss : 4.3210 | Grad Norm : 14.8858 | Learning rate : 1.15e-05
Batch : 4 / 196 | Time 265 ms | Train Loss : 4.2785 | Grad Norm : 13.8806 | Learning rate : 1.14e-05
Batch : 5 / 196 | Time 265 ms | Train Loss : 4.1986 | Grad Norm : 18.9394 | Learning rate : 1.14e-05
Batch : 6 / 196 | Time 264 ms | Train Loss : 4.1624 | Grad Norm : 13.4406 | Learning rate : 1.13e-05
Batch : 7 / 196 | Time 271 ms | Train Loss : 4.2340 | Grad Norm : 13.6948 | Learning rate : 1.12e-05
Batch : 8 / 196 | Time 265 ms | Train Loss : 4.2674 | Grad Norm : 12.1183 | Learning rate : 1.12e-05
Batch : 9 / 196 | Time 269 ms | Train Loss : 4.1567 | Grad Norm : 10.6330 | Learning rate : 1.11e-05
Batch : 10 / 196 | Time 268 ms | Train Loss : 4.2326 | Grad Norm : 13.9009 | Learning rate : 1.11e-05
Batch : 11 / 196 | Time 266 ms | Train Loss : 4.0997 | Grad Norm : 14.4429 | Learning rate : 1.10e-05
Batch : 12 / 196 | Time 262 ms | Train Loss : 4.1762 | Grad Norm : 10.3571 | Learning rate : 1.10e-05
Batch : 13 / 196 | Time 269 ms | Train Loss : 4.2191 | Grad Norm : 10.8429 | Learning rate : 1.09e-05
Batch : 14 / 196 | Time 264 ms | Train Loss : 4.2029 | Grad Norm : 12.8184 | Learning rate : 1.09e-05
Batch : 15 / 196 | Time 265 ms | Train Loss : 4.1924 | Grad Norm : 17.3985 | Learning rate : 1.08e-05
Batch : 16 / 196 | Time 264 ms | Train Loss : 4.3867 | Grad Norm : 17.3551 | Learning rate : 1.07e-05
Batch : 17 / 196 | Time 265 ms | Train Loss : 4.2786 | Grad Norm : 17.6010 | Learning rate : 1.07e-05
Batch : 18 / 196 | Time 263 ms | Train Loss : 4.2012 | Grad Norm : 16.4961 | Learning rate : 1.06e-05
Batch : 19 / 196 | Time 268 ms | Train Loss : 4.1795 | Grad Norm : 13.8968 | Learning rate : 1.06e-05
Batch : 20 / 196 | Time 266 ms | Train Loss : 4.3114 | Grad Norm : 15.8734 | Learning rate : 1.05e-05
Batch : 21 / 196 | Time 264 ms | Train Loss : 4.2833 | Grad Norm : 13.5762 | Learning rate : 1.05e-05
Batch : 22 / 196 | Time 263 ms | Train Loss : 4.2026 | Grad Norm : 18.3989 | Learning rate : 1.04e-05
Batch : 23 / 196 | Time 263 ms | Train Loss : 4.1821 | Grad Norm : 11.0735 | Learning rate : 1.04e-05
Batch : 24 / 196 | Time 263 ms | Train Loss : 4.2724 | Grad Norm : 17.8861 | Learning rate : 1.03e-05
Batch : 25 / 196 | Time 268 ms | Train Loss : 4.2601 | Grad Norm : 15.4620 | Learning rate : 1.03e-05
Batch : 26 / 196 | Time 264 ms | Train Loss : 4.2160 | Grad Norm : 17.8574 | Learning rate : 1.02e-05
Batch : 27 / 196 | Time 263 ms | Train Loss : 4.1765 | Grad Norm : 14.5255 | Learning rate : 1.01e-05
Batch : 28 / 196 | Time 262 ms | Train Loss : 4.2624 | Grad Norm : 11.9414 | Learning rate : 1.01e-05
Batch : 29 / 196 | Time 265 ms | Train Loss : 4.2295 | Grad Norm : 10.7570 | Learning rate : 1.00e-05
Batch : 30 / 196 | Time 267 ms | Train Loss : 4.1040 | Grad Norm : 14.7947 | Learning rate : 9.98e-06
Batch : 31 / 196 | Time 266 ms | Train Loss : 4.2660 | Grad Norm : 12.4563 | Learning rate : 9.93e-06
Batch : 32 / 196 | Time 264 ms | Train Loss : 4.3370 | Grad Norm : 16.9999 | Learning rate : 9.88e-06
Batch : 33 / 196 | Time 263 ms | Train Loss : 4.1553 | Grad Norm : 13.4366 | Learning rate : 9.82e-06
Batch : 34 / 196 | Time 264 ms | Train Loss : 4.2456 | Grad Norm : 16.2509 | Learning rate : 9.77e-06
Batch : 35 / 196 | Time 262 ms | Train Loss : 4.2069 | Grad Norm : 9.5787 | Learning rate : 9.72e-06
Batch : 36 / 196 | Time 265 ms | Train Loss : 4.3009 | Grad Norm : 17.3226 | Learning rate : 9.66e-06
Batch : 37 / 196 | Time 264 ms | Train Loss : 4.1311 | Grad Norm : 16.3449 | Learning rate : 9.61e-06
Batch : 38 / 196 | Time 264 ms | Train Loss : 4.1331 | Grad Norm : 14.3422 | Learning rate : 9.56e-06
Batch : 39 / 196 | Time 268 ms | Train Loss : 4.3387 | Grad Norm : 17.8416 | Learning rate : 9.51e-06
Batch : 40 / 196 | Time 265 ms | Train Loss : 4.2979 | Grad Norm : 14.7549 | Learning rate : 9.46e-06
Batch : 41 / 196 | Time 265 ms | Train Loss : 4.2936 | Grad Norm : 13.1733 | Learning rate : 9.40e-06
Batch : 42 / 196 | Time 266 ms | Train Loss : 4.2169 | Grad Norm : 17.0998 | Learning rate : 9.35e-06
Batch : 43 / 196 | Time 264 ms | Train Loss : 4.2764 | Grad Norm : 12.7419 | Learning rate : 9.30e-06
Batch : 44 / 196 | Time 265 ms | Train Loss : 4.1001 | Grad Norm : 11.8502 | Learning rate : 9.25e-06
Batch : 45 / 196 | Time 267 ms | Train Loss : 4.3146 | Grad Norm : 15.4652 | Learning rate : 9.20e-06
Batch : 46 / 196 | Time 266 ms | Train Loss : 4.2111 | Grad Norm : 18.1585 | Learning rate : 9.14e-06
Batch : 47 / 196 | Time 266 ms | Train Loss : 4.1936 | Grad Norm : 13.1862 | Learning rate : 9.09e-06
Batch : 48 / 196 | Time 265 ms | Train Loss : 4.1476 | Grad Norm : 13.3335 | Learning rate : 9.04e-06
Batch : 49 / 196 | Time 263 ms | Train Loss : 4.2718 | Grad Norm : 13.9963 | Learning rate : 8.99e-06
Batch : 50 / 196 | Time 267 ms | Train Loss : 4.2858 | Grad Norm : 15.5040 | Learning rate : 8.94e-06
Batch : 51 / 196 | Time 264 ms | Train Loss : 4.2404 | Grad Norm : 13.8119 | Learning rate : 8.89e-06
Batch : 52 / 196 | Time 271 ms | Train Loss : 4.1785 | Grad Norm : 12.7796 | Learning rate : 8.84e-06
Batch : 53 / 196 | Time 267 ms | Train Loss : 4.1758 | Grad Norm : 13.4411 | Learning rate : 8.79e-06
Batch : 54 / 196 | Time 264 ms | Train Loss : 4.2053 | Grad Norm : 12.4593 | Learning rate : 8.74e-06
Batch : 55 / 196 | Time 264 ms | Train Loss : 4.2441 | Grad Norm : 12.5629 | Learning rate : 8.69e-06
Batch : 56 / 196 | Time 263 ms | Train Loss : 4.2485 | Grad Norm : 19.9124 | Learning rate : 8.64e-06
Batch : 57 / 196 | Time 263 ms | Train Loss : 4.2924 | Grad Norm : 13.2512 | Learning rate : 8.59e-06
Batch : 58 / 196 | Time 263 ms | Train Loss : 4.2661 | Grad Norm : 12.9183 | Learning rate : 8.54e-06
Batch : 59 / 196 | Time 263 ms | Train Loss : 4.2657 | Grad Norm : 14.2067 | Learning rate : 8.49e-06
Batch : 60 / 196 | Time 266 ms | Train Loss : 4.1779 | Grad Norm : 13.3641 | Learning rate : 8.44e-06
Batch : 61 / 196 | Time 264 ms | Train Loss : 4.2843 | Grad Norm : 14.6918 | Learning rate : 8.39e-06
Batch : 62 / 196 | Time 264 ms | Train Loss : 4.3384 | Grad Norm : 14.8050 | Learning rate : 8.34e-06
Batch : 63 / 196 | Time 263 ms | Train Loss : 4.1186 | Grad Norm : 12.8929 | Learning rate : 8.29e-06
Batch : 64 / 196 | Time 266 ms | Train Loss : 4.2251 | Grad Norm : 12.8202 | Learning rate : 8.24e-06
Batch : 65 / 196 | Time 267 ms | Train Loss : 4.2157 | Grad Norm : 14.6139 | Learning rate : 8.19e-06
Batch : 66 / 196 | Time 267 ms | Train Loss : 4.2495 | Grad Norm : 19.6682 | Learning rate : 8.14e-06
Batch : 67 / 196 | Time 265 ms | Train Loss : 4.2162 | Grad Norm : 15.7404 | Learning rate : 8.10e-06
Batch : 68 / 196 | Time 263 ms | Train Loss : 4.1261 | Grad Norm : 14.4292 | Learning rate : 8.05e-06
Batch : 69 / 196 | Time 264 ms | Train Loss : 4.2346 | Grad Norm : 18.8042 | Learning rate : 8.00e-06
Batch : 70 / 196 | Time 276 ms | Train Loss : 4.2522 | Grad Norm : 13.8133 | Learning rate : 7.95e-06
Batch : 71 / 196 | Time 264 ms | Train Loss : 4.2477 | Grad Norm : 14.7794 | Learning rate : 7.90e-06
Batch : 72 / 196 | Time 264 ms | Train Loss : 4.2120 | Grad Norm : 16.5728 | Learning rate : 7.85e-06
Batch : 73 / 196 | Time 264 ms | Train Loss : 4.2263 | Grad Norm : 16.2046 | Learning rate : 7.81e-06
Batch : 74 / 196 | Time 266 ms | Train Loss : 4.2948 | Grad Norm : 16.1720 | Learning rate : 7.76e-06
Batch : 75 / 196 | Time 264 ms | Train Loss : 4.1510 | Grad Norm : 12.5422 | Learning rate : 7.71e-06
Batch : 76 / 196 | Time 268 ms | Train Loss : 4.2163 | Grad Norm : 15.7146 | Learning rate : 7.66e-06
Batch : 77 / 196 | Time 267 ms | Train Loss : 4.2440 | Grad Norm : 16.1103 | Learning rate : 7.62e-06
Batch : 78 / 196 | Time 264 ms | Train Loss : 4.2044 | Grad Norm : 16.0047 | Learning rate : 7.57e-06
Batch : 79 / 196 | Time 263 ms | Train Loss : 4.1690 | Grad Norm : 15.0929 | Learning rate : 7.52e-06
Batch : 80 / 196 | Time 267 ms | Train Loss : 4.3210 | Grad Norm : 18.6580 | Learning rate : 7.48e-06
Batch : 81 / 196 | Time 263 ms | Train Loss : 4.1891 | Grad Norm : 15.5028 | Learning rate : 7.43e-06
Batch : 82 / 196 | Time 268 ms | Train Loss : 4.2393 | Grad Norm : 11.0540 | Learning rate : 7.38e-06
Batch : 83 / 196 | Time 266 ms | Train Loss : 4.3227 | Grad Norm : 13.8531 | Learning rate : 7.34e-06
Batch : 84 / 196 | Time 263 ms | Train Loss : 4.2168 | Grad Norm : 14.9914 | Learning rate : 7.29e-06
Batch : 85 / 196 | Time 266 ms | Train Loss : 4.2144 | Grad Norm : 13.5616 | Learning rate : 7.24e-06
Batch : 86 / 196 | Time 266 ms | Train Loss : 4.2532 | Grad Norm : 15.7438 | Learning rate : 7.20e-06
Batch : 87 / 196 | Time 264 ms | Train Loss : 4.1203 | Grad Norm : 13.8624 | Learning rate : 7.15e-06
Batch : 88 / 196 | Time 271 ms | Train Loss : 4.2430 | Grad Norm : 16.9946 | Learning rate : 7.10e-06
Batch : 89 / 196 | Time 264 ms | Train Loss : 4.1620 | Grad Norm : 13.2395 | Learning rate : 7.06e-06
Batch : 90 / 196 | Time 264 ms | Train Loss : 4.2487 | Grad Norm : 12.3770 | Learning rate : 7.01e-06
Batch : 91 / 196 | Time 266 ms | Train Loss : 4.1794 | Grad Norm : 16.3699 | Learning rate : 6.97e-06
Batch : 92 / 196 | Time 262 ms | Train Loss : 4.2011 | Grad Norm : 16.2991 | Learning rate : 6.92e-06
Batch : 93 / 196 | Time 264 ms | Train Loss : 4.2903 | Grad Norm : 17.3058 | Learning rate : 6.88e-06
Batch : 94 / 196 | Time 264 ms | Train Loss : 4.2079 | Grad Norm : 17.3500 | Learning rate : 6.83e-06
Batch : 95 / 196 | Time 263 ms | Train Loss : 4.2284 | Grad Norm : 11.3787 | Learning rate : 6.79e-06
Batch : 96 / 196 | Time 263 ms | Train Loss : 4.2305 | Grad Norm : 16.3111 | Learning rate : 6.74e-06
Batch : 97 / 196 | Time 265 ms | Train Loss : 4.2784 | Grad Norm : 18.8695 | Learning rate : 6.70e-06
Batch : 98 / 196 | Time 264 ms | Train Loss : 4.2489 | Grad Norm : 16.8648 | Learning rate : 6.65e-06
Batch : 99 / 196 | Time 265 ms | Train Loss : 4.1806 | Grad Norm : 11.2901 | Learning rate : 6.61e-06
Batch : 100 / 196 | Time 266 ms | Train Loss : 4.2845 | Grad Norm : 14.0417 | Learning rate : 6.57e-06
Batch : 101 / 196 | Time 263 ms | Train Loss : 4.2726 | Grad Norm : 16.9442 | Learning rate : 6.52e-06
Batch : 102 / 196 | Time 264 ms | Train Loss : 4.1434 | Grad Norm : 12.2880 | Learning rate : 6.48e-06
Batch : 103 / 196 | Time 265 ms | Train Loss : 4.1648 | Grad Norm : 15.1513 | Learning rate : 6.43e-06
Batch : 104 / 196 | Time 266 ms | Train Loss : 4.1576 | Grad Norm : 12.2919 | Learning rate : 6.39e-06
Batch : 105 / 196 | Time 263 ms | Train Loss : 4.2128 | Grad Norm : 14.0022 | Learning rate : 6.35e-06
Batch : 106 / 196 | Time 263 ms | Train Loss : 4.1397 | Grad Norm : 12.5616 | Learning rate : 6.30e-06
Batch : 107 / 196 | Time 264 ms | Train Loss : 4.1763 | Grad Norm : 11.8632 | Learning rate : 6.26e-06
Batch : 108 / 196 | Time 264 ms | Train Loss : 4.2866 | Grad Norm : 14.8188 | Learning rate : 6.22e-06
Batch : 109 / 196 | Time 263 ms | Train Loss : 4.2561 | Grad Norm : 13.4868 | Learning rate : 6.17e-06
Batch : 110 / 196 | Time 262 ms | Train Loss : 4.2267 | Grad Norm : 10.7424 | Learning rate : 6.13e-06
Batch : 111 / 196 | Time 265 ms | Train Loss : 4.2265 | Grad Norm : 16.6421 | Learning rate : 6.09e-06
Batch : 112 / 196 | Time 270 ms | Train Loss : 4.3015 | Grad Norm : 19.1848 | Learning rate : 6.05e-06
Batch : 113 / 196 | Time 264 ms | Train Loss : 4.1592 | Grad Norm : 15.8632 | Learning rate : 6.00e-06
Batch : 114 / 196 | Time 263 ms | Train Loss : 4.1785 | Grad Norm : 21.7216 | Learning rate : 5.96e-06
Batch : 115 / 196 | Time 263 ms | Train Loss : 4.2477 | Grad Norm : 22.1415 | Learning rate : 5.92e-06
Batch : 116 / 196 | Time 263 ms | Train Loss : 4.3455 | Grad Norm : 15.0242 | Learning rate : 5.88e-06
Batch : 117 / 196 | Time 264 ms | Train Loss : 4.2353 | Grad Norm : 18.5278 | Learning rate : 5.84e-06
Batch : 118 / 196 | Time 264 ms | Train Loss : 4.1057 | Grad Norm : 13.4527 | Learning rate : 5.79e-06
Batch : 119 / 196 | Time 263 ms | Train Loss : 4.3141 | Grad Norm : 15.7454 | Learning rate : 5.75e-06
Batch : 120 / 196 | Time 265 ms | Train Loss : 4.1545 | Grad Norm : 13.3335 | Learning rate : 5.71e-06
Batch : 121 / 196 | Time 264 ms | Train Loss : 4.2099 | Grad Norm : 13.6964 | Learning rate : 5.67e-06
Batch : 122 / 196 | Time 263 ms | Train Loss : 4.2883 | Grad Norm : 16.2449 | Learning rate : 5.63e-06
Batch : 123 / 196 | Time 264 ms | Train Loss : 4.2689 | Grad Norm : 18.7603 | Learning rate : 5.59e-06
Batch : 124 / 196 | Time 267 ms | Train Loss : 4.2049 | Grad Norm : 16.9980 | Learning rate : 5.55e-06
Batch : 125 / 196 | Time 265 ms | Train Loss : 4.2254 | Grad Norm : 18.0868 | Learning rate : 5.51e-06
Batch : 126 / 196 | Time 264 ms | Train Loss : 4.2910 | Grad Norm : 22.7892 | Learning rate : 5.47e-06
Batch : 127 / 196 | Time 263 ms | Train Loss : 4.1857 | Grad Norm : 12.1052 | Learning rate : 5.43e-06
Batch : 128 / 196 | Time 264 ms | Train Loss : 4.2064 | Grad Norm : 11.3580 | Learning rate : 5.39e-06
Batch : 129 / 196 | Time 265 ms | Train Loss : 4.1960 | Grad Norm : 17.5007 | Learning rate : 5.35e-06
Batch : 130 / 196 | Time 263 ms | Train Loss : 4.2664 | Grad Norm : 18.1658 | Learning rate : 5.31e-06
Batch : 131 / 196 | Time 265 ms | Train Loss : 4.2870 | Grad Norm : 17.5515 | Learning rate : 5.27e-06
Batch : 132 / 196 | Time 267 ms | Train Loss : 4.3088 | Grad Norm : 11.9641 | Learning rate : 5.23e-06
Batch : 133 / 196 | Time 266 ms | Train Loss : 4.3513 | Grad Norm : 11.4357 | Learning rate : 5.19e-06
Batch : 134 / 196 | Time 272 ms | Train Loss : 4.1006 | Grad Norm : 15.3137 | Learning rate : 5.15e-06
Batch : 135 / 196 | Time 264 ms | Train Loss : 4.2971 | Grad Norm : 13.5235 | Learning rate : 5.11e-06
Batch : 136 / 196 | Time 263 ms | Train Loss : 4.2414 | Grad Norm : 14.6351 | Learning rate : 5.07e-06
Batch : 137 / 196 | Time 264 ms | Train Loss : 4.2303 | Grad Norm : 20.1382 | Learning rate : 5.03e-06
Batch : 138 / 196 | Time 267 ms | Train Loss : 4.2118 | Grad Norm : 14.6728 | Learning rate : 4.99e-06
Batch : 139 / 196 | Time 264 ms | Train Loss : 4.2312 | Grad Norm : 18.6101 | Learning rate : 4.95e-06
Batch : 140 / 196 | Time 268 ms | Train Loss : 4.1554 | Grad Norm : 13.0605 | Learning rate : 4.91e-06
Batch : 141 / 196 | Time 265 ms | Train Loss : 4.2032 | Grad Norm : 20.7145 | Learning rate : 4.87e-06
